Publication,Author,Type,Byline articles,+Probable (bal),Total (bal),Mean sentiment,Years
Relief Society Magazine,I. A. Ray Olpin,Full name,1,0,1,0.008,1925–1925
Relief Society Magazine,I. B. Mckenzie,Full name,1,0,1,0,1932–1932
Relief Society Magazine,I. Courtney E. Cottam,Full name,1,0,1,0.092,1942–1942
Relief Society Magazine,I. Cox,Full name,1,0,1,0.027,1963–1963
Relief Society Magazine,I. Hodapp,Full name,1,0,1,0.031,1938–1938
Relief Society Magazine,Ian Maclaren,Full name,1,0,1,0.049,1927–1927
Relief Society Magazine,"Ida Isaacson, 920, Where Are Teh Nine? By Hazel Loomis",Full name,1,0,1,0.069,1962–1962
Relief Society Magazine,Ida L. Belnap,Full name,1,0,1,0.056,1951–1951
Relief Society Magazine,Ida R. Alldridge,Full name,1,0,1,0.053,1935–1935
Relief Society Magazine,Ii Margaret S. Hardy,Full name,1,0,1,-0.018,1957–1957
Relief Society Magazine,Ila Flinders,Full name,1,0,1,0.005,1967–1967
Relief Society Magazine,Ilean H. Poulson,Full name,1,0,1,0.05,1949–1949
Relief Society Magazine,Ilia Mae Richardson,Full name,1,0,1,0.194,1961–1961
Relief Society Magazine,Ina Smith,Full name,1,0,1,0.02,1953–1953
Relief Society Magazine,Incident Helen S. Hughes,Full name,1,0,1,0.038,1960–1960
Relief Society Magazine,Indian Nina B. Mckean,Full name,1,0,1,-0.009,1922–1922
Relief Society Magazine,Indianapolis Stake,Full name,1,0,1,0.044,1969–1969
Relief Society Magazine,Inez B. Bagnell,Full name,1,0,1,0.058,1951–1951
Relief Society Magazine,Insurance William F. Edwards,Full name,1,0,1,0.055,1957–1957
Relief Society Magazine,Interest Katharine C. Mckay,Full name,1,0,1,0.041,1928–1928
Relief Society Magazine,Irene C. Mccullough,Full name,1,0,1,0.053,1936–1936
Relief Society Magazine,Irene Lloyd,Full name,1,0,1,0.011,1965–1965
Relief Society Magazine,Irene R. Davis,Full name,1,0,1,0.033,1943–1943
Relief Society Magazine,Isabelle B. Mckenzie,Full name,1,0,1,0.104,1933–1933
Relief Society Magazine,Iskabog Ina G. Johnson,Full name,1,0,1,0.005,1933–1933
Relief Society Magazine,Islands Donna D. Sorensen,Full name,1,0,1,0.097,1947–1947
Relief Society Magazine,It? Bryant S. Hinckley,Full name,1,0,1,0.011,1942–1942
Relief Society Magazine,Ita Williams,Full name,1,0,1,0.048,1965–1965
Relief Society Magazine,Ivor Sharp,Full name,1,0,1,0.096,1951–1951
Relief Society Magazine,Ivy Houtz Woouey,Full name,1,0,1,0.016,1955–1955
Relief Society Magazine,Ivy W. Stone,Full name,1,0,1,0.04,1937–1937
Relief Society Magazine,J. Ashton,Full name,1,0,1,0.067,1966–1966
Relief Society Magazine,J. Barlow,Full name,1,0,1,0.118,1965–1965
Relief Society Magazine,J. Black,Full name,1,0,1,0.094,1917–1917
Relief Society Magazine,J. Cushing,Full name,1,0,1,-0.022,1967–1967
Relief Society Magazine,J. G. Whittier,Full name,1,0,1,0.095,1922–1922
Relief Society Magazine,J. Grant,Full name,1,0,1,0.018,1938–1938
Relief Society Magazine,J. Hobson,Full name,1,0,1,-0.149,1969–1969
Relief Society Magazine,J. Houston,Full name,1,0,1,0.211,1966–1966
Relief Society Magazine,J. L. Gibson,Full name,1,0,1,-0.01,1939–1939
Relief Society Magazine,J. Layton,Full name,1,0,1,0.029,1968–1968
Relief Society Magazine,J. Leonard,Full name,1,0,1,0.038,1970–1970
Relief Society Magazine,J. Lund,Full name,1,0,1,0.059,1964–1964
Relief Society Magazine,J. M. Monroe,Full name,1,0,1,0.105,1917–1917
Relief Society Magazine,J. Matthews,Full name,1,0,1,0.062,1965–1965
Relief Society Magazine,J. Police,Full name,1,0,1,0.012,1967–1967
Relief Society Magazine,J. Poulsen,Full name,1,0,1,0.073,1968–1968
Relief Society Magazine,J. Poulson,Full name,1,0,1,0.081,1966–1966
Relief Society Magazine,J. Sears M. D.,Full name,1,0,1,0.009,1924–1924
Relief Society Magazine,"J. Sears, M. D.",Full name,1,0,1,-0.015,1923–1923
Relief Society Magazine,J. Skutt,Full name,1,0,1,-0.034,1967–1967
Relief Society Magazine,J. Smith,Full name,1,0,1,0.075,1964–1964
Relief Society Magazine,J. Spencer Cornwall,Full name,1,0,1,0.151,1944–1944
Relief Society Magazine,J. Stevens,Full name,1,0,1,0.02,1967–1967
Relief Society Magazine,J. Warren,Full name,1,0,1,0.056,1967–1967
Relief Society Magazine,J. Welker,Full name,1,0,1,0.016,1968–1968
Relief Society Magazine,Jacob N. Lybbert,Full name,1,0,1,0.068,1927–1927
Relief Society Magazine,Jacobs Alice B. Steinicke,Full name,1,0,1,0.125,1945–1945
Relief Society Magazine,James Abott Mcneill Whistler,Full name,1,0,1,0.084,1970–1970
Relief Society Magazine,James C. Young,Full name,1,0,1,-0.003,1949–1949
Relief Society Magazine,"James E. Talmage, Chap",Full name,1,0,1,0.072,1941–1941
Relief Society Magazine,Jan Murphy,Full name,1,0,1,0.094,1970–1970
Relief Society Magazine,Jane Ashworth,Full name,1,0,1,0.154,1970–1970
Relief Society Magazine,Jane C. Weaver,Full name,1,0,1,0.175,1935–1935
Relief Society Magazine,Jane Scott,Full name,1,0,1,0.132,1968–1968
Relief Society Magazine,Jane W. Skolfield,Full name,1,0,1,0.005,1924–1924
Relief Society Magazine,Jean Chalmers Donaldson,Full name,1,0,1,-0.004,1949–1949
Relief Society Magazine,Jean Honore Fragonard,Full name,1,0,1,0.077,1970–1970
Relief Society Magazine,Jean Smith,Full name,1,0,1,0.193,1966–1966
Relief Society Magazine,Jean Young,Full name,1,0,1,0.066,1968–1968
Relief Society Magazine,Jeane Reed,Full name,1,0,1,0.121,1969–1969
Relief Society Magazine,Jeanette A. Hyde,Full name,1,0,1,0.102,1930–1930
Relief Society Magazine,Jeanine Clark,Full name,1,0,1,0.086,1968–1968
Relief Society Magazine,Jeannie Williams,Full name,1,0,1,0.052,1967–1967
Relief Society Magazine,Jenset Donna D. Sorensen,Full name,1,0,1,0.137,1937–1937
Relief Society Magazine,Jessie J. Dalton,Full name,1,0,1,-0.082,1940–1940
Relief Society Magazine,Jo Mcewan,Full name,1,0,1,0.047,1969–1969
Relief Society Magazine,Jo Stock,Full name,1,0,1,0.062,1965–1965
Relief Society Magazine,Joanna Brown,Full name,1,0,1,0.043,1969–1969
Relief Society Magazine,John Everett Millais For,Full name,1,0,1,0.076,1969–1969
Relief Society Magazine,John Longden,Full name,1,0,1,-0.05,1969–1969
Relief Society Magazine,John T. Miller,Full name,1,0,1,0.051,1922–1922
Relief Society Magazine,John Wells,Full name,1,0,1,0.044,1937–1937
Relief Society Magazine,Jonses Mabel S. Harmen,Full name,1,0,1,0.023,1935–1935
Relief Society Magazine,Joseph Louise S. Cotterell,Full name,1,0,1,0.05,1957–1957
Relief Society Magazine,Josephine M. Duncan,Full name,1,0,1,0.119,1930–1930
Relief Society Magazine,Josie E. Childs,Full name,1,0,1,0.069,1925–1925
Relief Society Magazine,Journey Joseph L. Blaine,Full name,1,0,1,0.038,1937–1937
Relief Society Magazine,Joyce Trimmer,Full name,1,0,1,0.144,1969–1969
Relief Society Magazine,Joyce Wahlburn,Full name,1,0,1,0.046,1959–1959
Relief Society Magazine,Joys Edna J. Gardiner,Full name,1,0,1,0.133,1933–1933
Relief Society Magazine,Juanita Hebert,Full name,1,0,1,0.006,1967–1967
Relief Society Magazine,Judge Oscar W. Mcconkie,Full name,1,0,1,0.06,1936–1936
Relief Society Magazine,Judy Paget,Full name,1,0,1,0.067,1964–1964
Relief Society Magazine,Julene J. Cushing,Full name,1,0,1,0.031,1949–1949
Relief Society Magazine,Julia A. Child,Full name,1,0,1,0.01,1924–1924
Relief Society Magazine,Julia A. F. Dund,Full name,1,0,1,-0.004,1935–1935
Relief Society Magazine,Julia A. Farnsworth Lund,Full name,1,0,1,0.041,1931–1931
Relief Society Magazine,Julia Collard Baker,Full name,1,0,1,0.127,1930–1930
Relief Society Magazine,Julia P. M. Farnsworth,Full name,1,0,1,0.142,1931–1931
Relief Society Magazine,Julian Alden Weir Floyd E. Brienholt,Full name,1,0,1,0.071,1969–1969
Relief Society Magazine,Juliette A. Hyde,Full name,1,0,1,0.019,1916–1916
Relief Society Magazine,June N. Ashton,Full name,1,0,1,0.004,1959–1959
Relief Society Magazine,K. Dickson,Full name,1,0,1,0.167,1970–1970
Relief Society Magazine,K. Gates,Full name,1,0,1,0.022,1964–1964
Relief Society Magazine,K. Hundsman,Full name,1,0,1,0.054,1964–1964
Relief Society Magazine,K. Jones,Full name,1,0,1,-0.015,1967–1967
Relief Society Magazine,K. Packer,Full name,1,0,1,0.064,1964–1964
Relief Society Magazine,K. Richins,Full name,1,0,1,0.032,1970–1970
Relief Society Magazine,Karen Crane,Full name,1,0,1,0.134,1965–1965
Relief Society Magazine,Karl G. Maeser,Full name,1,0,1,0.063,1928–1928
Relief Society Magazine,Kate Palmer Macfarlane,Full name,1,0,1,0.015,1927–1927
Relief Society Magazine,Kate Swainston,Full name,1,0,1,0,1967–1967
Relief Society Magazine,Katherine Fernelius Larsen,Full name,1,0,1,0.311,1950–1950
Relief Society Magazine,Kathleen Fulton,Full name,1,0,1,0.14,1970–1970
Relief Society Magazine,Katie Harris Lewis,Full name,1,0,1,-0.021,1950–1950
Relief Society Magazine,Kay Islaub,Full name,1,0,1,0.038,1954–1954
Relief Society Magazine,Kendall Mckey,Full name,1,0,1,-0.008,1966–1966
Relief Society Magazine,Kimball Jones,Full name,1,0,1,0.077,1968–1968
Relief Society Magazine,Kimball Pedersen,Full name,1,0,1,0.181,1970–1970
Relief Society Magazine,Kimball........... Melvin C. Merrill,Full name,1,0,1,0.18,1937–1937
Relief Society Magazine,Kit J. Poole,Full name,1,0,1,0.076,1961–1961
Relief Society Magazine,Know Ruth M. Penrose,Full name,1,0,1,0.034,1922–1922
Relief Society Magazine,L. A. Stevenson,Full name,1,0,1,0.038,1932–1932
Relief Society Magazine,L. Allred,Full name,1,0,1,0.031,1963–1963
Relief Society Magazine,L. Bascom,Full name,1,0,1,0.03,1970–1970
Relief Society Magazine,L. Canham,Full name,1,0,1,0.199,1965–1965
Relief Society Magazine,L. E. Russon,Full name,1,0,1,0.141,1922–1922
Relief Society Magazine,L. Eddy,Full name,1,0,1,0.102,1942–1942
Relief Society Magazine,L. Gleason,Full name,1,0,1,0.169,1938–1938
Relief Society Magazine,L. H. Creer,Full name,1,0,1,0.11,1942–1942
Relief Society Magazine,L. H. Male,Full name,1,0,1,0.013,1927–1927
Relief Society Magazine,L. Hafen,Full name,1,0,1,0.163,1967–1967
Relief Society Magazine,"L. Marshall, M. D.",Full name,1,0,1,-0.005,1943–1943
Relief Society Magazine,L. Mecham,Full name,1,0,1,0.012,1964–1964
Relief Society Magazine,L. Smith,Full name,1,0,1,-0.094,1970–1970
Relief Society Magazine,L. Taylor,Full name,1,0,1,0.078,1965–1965
Relief Society Magazine,L. Turner,Full name,1,0,1,0,1969–1969
Relief Society Magazine,L. Wilkinson,Full name,1,0,1,0.16,1963–1963
Relief Society Magazine,L. Woolley,Full name,1,0,1,0.035,1970–1970
Relief Society Magazine,L. Wright,Full name,1,0,1,0.036,1968–1968
Relief Society Magazine,Lady Elinor B. Allen,Full name,1,0,1,0.06,1939–1939
Relief Society Magazine,Lady Leah D. Widtsoe,Full name,1,0,1,0.107,1945–1945
Relief Society Magazine,Lael M. Hill,Full name,1,0,1,0.206,1965–1965
Relief Society Magazine,Lais Vernon Hales,Full name,1,0,1,0.039,1942–1942
Relief Society Magazine,Lamoreaux Frei,Full name,1,0,1,0.111,1968–1968
Relief Society Magazine,Landscape Artist,Full name,1,0,1,0.064,1964–1964
Relief Society Magazine,Larsen Bascom,Full name,1,0,1,0.03,1967–1967
Relief Society Magazine,Last Forever,Full name,1,0,1,0.078,1967–1967
Relief Society Magazine,Laura A. Watkins,Full name,1,0,1,0.057,1931–1931
Relief Society Magazine,Laura F. Crane,Full name,1,0,1,0.021,1922–1922
Relief Society Magazine,Laura Lyman,Full name,1,0,1,0.04,1952–1952
Relief Society Magazine,Lavelle D. Curtis,Full name,1,0,1,0.035,1958–1958
Relief Society Magazine,Lavern W. Parmley,Full name,1,0,1,0.084,1951–1951
Relief Society Magazine,Laverne J. Stallings,Full name,1,0,1,0,1950–1950
Relief Society Magazine,Leaders........... Grace C. Jacobsen,Full name,1,0,1,0.004,1937–1937
Relief Society Magazine,Leah D. Widtsoe,Full name,1,0,1,0.07,1935–1935
Relief Society Magazine,Leah Green,Full name,1,0,1,0.136,1966–1966
Relief Society Magazine,Leaves Kathleen B. Nelson,Full name,1,0,1,0.046,1939–1939
Relief Society Magazine,Legacy Magdaline C. Stephens,Full name,1,0,1,0.076,1932–1932
Relief Society Magazine,Lela F. Morris,Full name,1,0,1,0.07,1964–1964
Relief Society Magazine,Lela M. Hoggan,Full name,1,0,1,0.068,1931–1931
Relief Society Magazine,Leland N. Peterson,Full name,1,0,1,0.064,1939–1939
Relief Society Magazine,Lella M. Hoggan,Full name,1,0,1,-0.016,1935–1935
Relief Society Magazine,Lella N. Smith,Full name,1,0,1,0.079,1951–1951
Relief Society Magazine,Lena Dupaix,Full name,1,0,1,0.029,1949–1949
Relief Society Magazine,Lena Woodbury,Full name,1,0,1,0.101,1954–1954
Relief Society Magazine,Leo J. Muir,Full name,1,0,1,0.061,1945–1945
Relief Society Magazine,Leola Hacken,Full name,1,0,1,0.072,1965–1965
Relief Society Magazine,Leola S. Anderson,Full name,1,0,1,0,1955–1955
Relief Society Magazine,Leona B. Sonne,Full name,1,0,1,0.016,1950–1950
Relief Society Magazine,Leroy A. Wirthlin,Full name,1,0,1,0.167,1952–1952
Relief Society Magazine,Lesson Order,Full name,1,0,1,0.09,1965–1965
Relief Society Magazine,Lighting Claire P. Dorius,Full name,1,0,1,0.022,1944–1944
Relief Society Magazine,Lila B. Smith,Full name,1,0,1,0.092,1952–1952
Relief Society Magazine,Lila L. Smith,Full name,1,0,1,0.042,1969–1969
Relief Society Magazine,Lila Spencer,Full name,1,0,1,-0.007,1964–1964
Relief Society Magazine,Lila Walch,Full name,1,0,1,0.08,1965–1965
Relief Society Magazine,Lillian E. Miles,Full name,1,0,1,0.036,1957–1957
Relief Society Magazine,Lillian G. Knight,Full name,1,0,1,0.113,1916–1916
Relief Society Magazine,Lillian S. Smith,Full name,1,0,1,0.175,1947–1947
Relief Society Magazine,Linda Houston,Full name,1,0,1,0.025,1969–1969
Relief Society Magazine,Linda Ladd,Full name,1,0,1,0.071,1968–1968
Relief Society Magazine,Line Dott J. Sartori,Full name,1,0,1,0.036,1946–1946
Relief Society Magazine,Linnie M. Findlay,Full name,1,0,1,0.107,1964–1964
Relief Society Magazine,Listening Peggy,Full name,1,0,1,0.125,1969–1969
Relief Society Magazine,Little Ones,Full name,1,0,1,0.031,1968–1968
Relief Society Magazine,Live Leona F. Forsgren,Full name,1,0,1,0.182,1936–1936
Relief Society Magazine,Living Lessons,Full name,1,0,1,0.107,1970–1970
Relief Society Magazine,Living Olive A. Hanks,Full name,1,0,1,0.092,1958–1958
Relief Society Magazine,Lizzie H. Welker,Full name,1,0,1,0.172,1933–1933
Relief Society Magazine,Lizzie O. Borgeson White,Full name,1,0,1,0.069,1921–1921
Relief Society Magazine,Lois E. Forkner,Full name,1,0,1,0.012,1953–1953
Relief Society Magazine,Loretta P. Epperson,Full name,1,0,1,0.135,1953–1953
Relief Society Magazine,Lorin T. Wheelwright,Full name,1,0,1,0.025,1937–1937
Relief Society Magazine,Lorna Nelson,Full name,1,0,1,0.119,1969–1969
Relief Society Magazine,Lorraine Olson,Full name,1,0,1,0.015,1969–1969
Relief Society Magazine,Lorretta Hanson,Full name,1,0,1,0.114,1964–1964
Relief Society Magazine,Lottie H. Singley,Full name,1,0,1,0.123,1963–1963
Relief Society Magazine,Lou Nebeker,Full name,1,0,1,0.125,1968–1968
Relief Society Magazine,Louetta Brown,Full name,1,0,1,0.017,1928–1928
Relief Society Magazine,Louis C. Boochiver,Full name,1,0,1,0.056,1953–1953
Relief Society Magazine,Louis N. Parker,Full name,1,0,1,0.084,1921–1921
Relief Society Magazine,Louisa W. Luke,Full name,1,0,1,0.099,1948–1948
Relief Society Magazine,Louise Asay,Full name,1,0,1,0.092,1969–1969
Relief Society Magazine,Louise Harmon,Full name,1,0,1,0.07,1967–1967
Relief Society Magazine,Louise Harrrion,Full name,1,0,1,0.029,1967–1967
Relief Society Magazine,Louise Murray,Full name,1,0,1,0.048,1964–1964
Relief Society Magazine,Louise Wynn,Full name,1,0,1,-0.013,1970–1970
Relief Society Magazine,Love Arthur W. Richardson,Full name,1,0,1,0.069,1934–1934
Relief Society Magazine,Love Hettie P. Fackrell,Full name,1,0,1,0.161,1936–1936
Relief Society Magazine,Love M. L. White,Full name,1,0,1,0.167,1923–1923
Relief Society Magazine,Lovelier You,Full name,1,0,1,0.148,1970–1970
Relief Society Magazine,Lovely Art,Full name,1,0,1,0.121,1965–1965
Relief Society Magazine,Lovely Gifts,Full name,1,0,1,0.138,1965–1965
Relief Society Magazine,Lovely Home,Full name,1,0,1,0.127,1968–1968
Relief Society Magazine,Lowe Corbett,Full name,1,0,1,0.026,1964–1964
Relief Society Magazine,Loyalty Laura J. Adamson,Full name,1,0,1,0.121,1918–1918
Relief Society Magazine,Luana C. Heaton,Full name,1,0,1,0.035,1957–1957
Relief Society Magazine,Luana Shumway,Full name,1,0,1,0.02,1967–1967
Relief Society Magazine,Lucile R. Smith,Full name,1,0,1,0.146,1965–1965
Relief Society Magazine,Lucile W. Bunker,Full name,1,0,1,0.071,1960–1960
Relief Society Magazine,Lucinda M. Chidester Harrington,Full name,1,0,1,0.03,1947–1947
Relief Society Magazine,Lucy G. Bloomfield,Full name,1,0,1,0.081,1936–1936
Relief Society Magazine,Lucy R. Scott,Full name,1,0,1,0.012,1930–1930
Relief Society Magazine,Lucy W. Snow,Full name,1,0,1,0.033,1916–1916
Relief Society Magazine,Lucybeth C. Rampton,Full name,1,0,1,0.061,1951–1951
Relief Society Magazine,Lula Walker,Full name,1,0,1,0.034,1959–1959
Relief Society Magazine,Lydia B. Egbert,Full name,1,0,1,0.05,1951–1951
Relief Society Magazine,Lydia Bennet Egbert,Full name,1,0,1,0.093,1954–1954
Relief Society Magazine,Lydia H. Fielding,Full name,1,0,1,0.126,1961–1961
Relief Society Magazine,Lydia M. Sorensen,Full name,1,0,1,0.032,1959–1959
Relief Society Magazine,Lydia M. Tanner,Full name,1,0,1,0,1949–1949
Relief Society Magazine,Lydia Parker,Full name,1,0,1,-0.024,1966–1966
Relief Society Magazine,Lyman Alvaretta S. Engar,Full name,1,0,1,0.13,1933–1933
Relief Society Magazine,Lyman On Her Birthday,Full name,1,0,1,0.126,1946–1946
Relief Society Magazine,Lynn Wright,Full name,1,0,1,-0.019,1967–1967
Relief Society Magazine,Lynne Partridge,Full name,1,0,1,0.011,1969–1969
Relief Society Magazine,M. Beach,Full name,1,0,1,0.029,1948–1948
Relief Society Magazine,M. Campbell,Full name,1,0,1,0.101,1970–1970
Relief Society Magazine,M. Cannon,Full name,1,0,1,0.025,1970–1970
Relief Society Magazine,M. Clark,Full name,1,0,1,0.042,1954–1954
Relief Society Magazine,M. Covey,Full name,1,0,1,0.007,1964–1964
Relief Society Magazine,M. Dean,Full name,1,0,1,0.043,1964–1964
Relief Society Magazine,M. Gowing,Full name,1,0,1,0.064,1967–1967
Relief Society Magazine,M. Grant,Full name,1,0,1,0.063,1920–1920
Relief Society Magazine,M. Hayes,Full name,1,0,1,0.019,1967–1967
Relief Society Magazine,M. Hollingsworth,Full name,1,0,1,0.001,1964–1964
Relief Society Magazine,M. Isabella Horne,Full name,1,0,1,0.074,1951–1951
Relief Society Magazine,"M. Kriete, M. D.",Full name,1,0,1,-0.092,1944–1944
Relief Society Magazine,M. M. Warner,Full name,1,0,1,-0.02,1920–1920
Relief Society Magazine,M. Mcbride,Full name,1,0,1,0.138,1968–1968
Relief Society Magazine,M. Morrell,Full name,1,0,1,0.1,1964–1964
Relief Society Magazine,M. Murray,Full name,1,0,1,0.062,1967–1967
Relief Society Magazine,M. Oswald,Full name,1,0,1,-0.065,1970–1970
Relief Society Magazine,M. Owen,Full name,1,0,1,0.091,1967–1967
Relief Society Magazine,M. Petersen,Full name,1,0,1,0.08,1965–1965
Relief Society Magazine,M. Potts,Full name,1,0,1,0.079,1965–1965
Relief Society Magazine,M. Pratt,Full name,1,0,1,0.045,1969–1969
Relief Society Magazine,M. Reeve,Full name,1,0,1,0.068,1964–1964
Relief Society Magazine,M. Richins,Full name,1,0,1,0.088,1970–1970
Relief Society Magazine,M. Sandberg,Full name,1,0,1,0.219,1969–1969
Relief Society Magazine,M. Shumway,Full name,1,0,1,0.1,1963–1963
Relief Society Magazine,M. Smith,Full name,1,0,1,0.047,1963–1963
Relief Society Magazine,M. Stock,Full name,1,0,1,0.006,1967–1967
Relief Society Magazine,Mabel Walker Willebrandt,Full name,1,0,1,0.013,1924–1924
Relief Society Magazine,Mable Harmer,Full name,1,0,1,0.05,1965–1965
Relief Society Magazine,"Madeline Bridges, Music By Edna H. Coray",Full name,1,0,1,0.065,1921–1921
Relief Society Magazine,Madsen Thomas,Full name,1,0,1,-0.007,1967–1967
Relief Society Magazine,Mae Blair,Full name,1,0,1,0.045,1968–1968
Relief Society Magazine,Magdaline C. Stephens,Full name,1,0,1,0.146,1937–1937
Relief Society Magazine,Maggie Tolman Porter,Full name,1,0,1,-0.024,1952–1952
Relief Society Magazine,Magic Mary J. Morris,Full name,1,0,1,0.06,1946–1946
Relief Society Magazine,Maisie Liston,Full name,1,0,1,0.06,1969–1969
Relief Society Magazine,Maker Nephi L. Morris,Full name,1,0,1,0.068,1936–1936
Relief Society Magazine,Makes Sense,Full name,1,0,1,0.044,1970–1970
Relief Society Magazine,Making Gifts,Full name,1,0,1,0.103,1964–1964
Relief Society Magazine,Man Courtney E. Cottam,Full name,1,0,1,0.05,1942–1942
Relief Society Magazine,Mansel H. Nelson,Full name,1,0,1,0.028,1932–1932
Relief Society Magazine,Many Nations,Full name,1,0,1,0.058,1965–1965
Relief Society Magazine,Many Roofs,Full name,1,0,1,0.064,1967–1967
Relief Society Magazine,Margaret E. Maslin,Full name,1,0,1,0.058,1944–1944
Relief Society Magazine,Margaret E. Shrewsbury,Full name,1,0,1,0.094,1937–1937
Relief Society Magazine,Margaret Evelyn Shingleton,Full name,1,0,1,0.048,1952–1952
Relief Society Magazine,Margaret F. Richards,Full name,1,0,1,0.146,1949–1949
Relief Society Magazine,Margaret Felt,Full name,1,0,1,0.044,1968–1968
Relief Society Magazine,Margaret Miller Watson De Witt,Full name,1,0,1,0.019,1929–1929
Relief Society Magazine,Margaret Russell,Full name,1,0,1,0.053,1964–1964
Relief Society Magazine,Margaret T. Goff,Full name,1,0,1,0.098,1950–1950
Relief Society Magazine,Margery Cannon,Full name,1,0,1,-0.009,1970–1970
Relief Society Magazine,Marguerite Burnhope Harris,Full name,1,0,1,-0.013,1944–1944
Relief Society Magazine,Marguerite J. Griffin,Full name,1,0,1,0.17,1946–1946
Relief Society Magazine,Marian C. Anderson,Full name,1,0,1,0.004,1965–1965
Relief Society Magazine,Marian Driggs,Full name,1,0,1,0.042,1953–1953
Relief Society Magazine,Marian R. Boyer,Full name,1,0,1,0.09,1951–1951
Relief Society Magazine,Marian Richards Boyer,Full name,1,0,1,0.003,1951–1951
Relief Society Magazine,Marie Adeline J. Haws,Full name,1,0,1,0.051,1946–1946
Relief Society Magazine,Marie Astle,Full name,1,0,1,0.017,1963–1963
Relief Society Magazine,Marie Gifford,Full name,1,0,1,0.035,1952–1952
Relief Society Magazine,Marilyn Hansen,Full name,1,0,1,0.147,1969–1969
Relief Society Magazine,Marilyn Miller,Full name,1,0,1,0.144,1965–1965
Relief Society Magazine,Marion Bennion,Full name,1,0,1,0.081,1964–1964
Relief Society Magazine,Marion Clegg,Full name,1,0,1,0.177,1941–1941
Relief Society Magazine,Marion D. Hanks,Full name,1,0,1,0.017,1955–1955
Relief Society Magazine,Marion Mallorie,Full name,1,0,1,0.123,1964–1964
Relief Society Magazine,Marion W. Garibaldi,Full name,1,0,1,0.032,1951–1951
Relief Society Magazine,Marjorie B. Newton,Full name,1,0,1,0.072,1961–1961
Relief Society Magazine,Marjorie Kerr,Full name,1,0,1,0.115,1969–1969
Relief Society Magazine,Marjorie L. Hafen,Full name,1,0,1,-0.088,1953–1953
Relief Society Magazine,Marjorie Newton,Full name,1,0,1,0.049,1964–1964
Relief Society Magazine,Marjorie Reay,Full name,1,0,1,-0.004,1962–1962
Relief Society Magazine,Marr Petersen,Full name,1,0,1,0.059,1963–1963
Relief Society Magazine,Martha Hartford Webb,Full name,1,0,1,0.052,1925–1925
Relief Society Magazine,Martha Toronto,Full name,1,0,1,0.044,1949–1949
Relief Society Magazine,Martha Whiting Brown,Full name,1,0,1,0.03,1952–1952
Relief Society Magazine,Martha Wilcox Hacking,Full name,1,0,1,0.038,1919–1919
Relief Society Magazine,Martin P. Henderson,Full name,1,0,1,0.077,1919–1919
Relief Society Magazine,Mary Aagard,Full name,1,0,1,0.012,1965–1965
Relief Society Magazine,Mary Brown,Full name,1,0,1,0.024,1964–1964
Relief Society Magazine,Mary Cassatt,Full name,1,0,1,0.1,1966–1966
Relief Society Magazine,Mary Clough,Full name,1,0,1,0.038,1970–1970
Relief Society Magazine,Mary E. Abel,Full name,1,0,1,0.062,1946–1946
Relief Society Magazine,Mary E. H. Cotterell,Full name,1,0,1,0.128,1927–1927
Relief Society Magazine,Mary Ethel E. Gregory,Full name,1,0,1,0.031,1956–1956
Relief Society Magazine,Mary Hunter,Full name,1,0,1,0.051,1968–1968
Relief Society Magazine,Mary L. Dillman,Full name,1,0,1,0.028,1949–1949
Relief Society Magazine,Mary P. Thorley,Full name,1,0,1,0.052,1936–1936
Relief Society Magazine,Mary Pack Triplett,Full name,1,0,1,0.111,1949–1949
Relief Society Magazine,Mary R. Ross,Full name,1,0,1,0.094,1951–1951
Relief Society Magazine,Mary Raymond Shipman Andrews,Full name,1,0,1,0.05,1929–1929
Relief Society Magazine,Mary Rigby,Full name,1,0,1,0,1949–1949
Relief Society Magazine,Maryann M. Ukropina,Full name,1,0,1,0.005,1953–1953
Relief Society Magazine,Marylou Shaver,Full name,1,0,1,0.102,1951–1951
Relief Society Magazine,Matilda F. Mortensen,Full name,1,0,1,0.097,1936–1936
Relief Society Magazine,Maud Miller Cook,Full name,1,0,1,0.108,1951–1951
Relief Society Magazine,Maughan Kammeyer,Full name,1,0,1,0.036,1970–1970
Relief Society Magazine,Maurine C. Neilsen,Full name,1,0,1,0.108,1947–1947
Relief Society Magazine,Maxa Million,Full name,1,0,1,0.018,1932–1932
Relief Society Magazine,Maxine C. Greenwood,Full name,1,0,1,0.03,1965–1965
Relief Society Magazine,Maxine Grimm,Full name,1,0,1,0.045,1968–1968
Relief Society Magazine,Maxine H. Holbrook,Full name,1,0,1,0.101,1953–1953
Relief Society Magazine,Maxine Jennings,Full name,1,0,1,0.147,1969–1969
Relief Society Magazine,May E. Lillie,Full name,1,0,1,0.078,1928–1928
Relief Society Magazine,May Swenson,Full name,1,0,1,0.158,1966–1966
Relief Society Magazine,Mccune Augusta W. Grant,Full name,1,0,1,0.164,1924–1924
Relief Society Magazine,Mckay Clifford E. Young,Full name,1,0,1,0.082,1958–1958
Relief Society Magazine,Mcnone N. Perry,Full name,1,0,1,0.024,1958–1958
Relief Society Magazine,Me? Mark K. Allen,Full name,1,0,1,0.011,1942–1942
Relief Society Magazine,Means H. Grant Ivins,Full name,1,0,1,-0.064,1942–1942
Relief Society Magazine,Meetings Fae J. Nielsen,Full name,1,0,1,0.097,1944–1944
