row_index,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,Topic15
24,0.005747740199900445,8.672321117956475e-5,0.003371638708879817,0.3863335251353918,0.0065474751975196695,3.4086838126141407e-4,0.018547773590973603,0.0012262036441930825,0.008597405449418104,0.0970116001330919,2.4107281151108261e-4,1.5201603955447142e-4,0.002083854880938165,2.277001557958746e-4,0.46948440246039097
25,0.18769173089985391,0.0021935500093540517,6.737082613211304e-4,0.0014801681390929672,0.013054122095207912,0.009584154378635433,0.02541597574563556,0.03773345132095959,0.0065228311912435815,0.1881749545063764,0.3470526035696037,0.06937482230706027,0.0021950180598573356,2.6517239468120573e-4,0.10858773712111701
26,0.0016770225813049634,0.17569992284039954,0.01962595847461764,5.54471666427079e-4,0.0010127506170372598,0.6598739426515563,0.0024181309785495492,0.05559598530037132,0.005931903332283011,0.04730591162304896,0.012704226040929776,0.002116398658045729,4.878343248285385e-4,0.012094423980479944,0.0029011169301208397
27,0.012139066821992141,7.518493303869466e-4,0.2904009386521253,0.25010454325528114,0.013039896331918146,0.0027374057965608967,0.09583373349639741,0.3036916511866189,0.006686615827665364,0.0039555456487151445,9.062969358502154e-4,0.013228088369816685,0.001827733060784758,2.8599120551495594e-4,0.0044106440803721786
28,0.155508223996105,0.005848841311241793,0.005575985482198882,0.0059692713877654326,0.01024362926814994,0.017567910937770957,0.012431191559530335,0.3429147825657381,0.016658374619430347,0.12650559468304023,0.12209254186342118,0.012999268561252084,0.007133593810528423,9.874818532745573e-4,0.15756330810055277
29,0.03119124532014847,1.9946589755043197e-4,0.010994141977545686,0.22036638694979804,0.015880606699476753,0.0014903494157728686,0.005829828919074905,0.004337263102213474,0.011608327238263645,0.0804308456232459,0.07410961611855929,0.002904269639415277,0.009256358684759578,2.403708336354533e-4,0.5311609235805402
30,0.1233300757852868,0.005347492292220926,4.73864054457652e-4,0.0014930624222148068,0.020271308992084423,0.014237086134258847,0.005504950796876507,0.10128276085271229,0.003925730123843925,0.14164180195200057,0.38560586940650643,0.15377245880942622,0.003328299575883283,6.151847265230186e-4,0.03917005407570418
31,4.4740959024010057e-4,0.4954821147760219,9.23248970158847e-4,5.34000588383026e-5,2.1479965956877934e-4,0.4583775567903725,0.0011542685276417493,0.0018739690902769843,0.004713136966811461,0.031826586132202364,7.846359406660879e-4,0.0017427972453162052,3.681165665911984e-5,7.663559589807687e-4,0.0016029086362448486
32,0.004133221204911018,0.0013339963418959287,0.001090056792603383,0.004448531866824441,0.014396090144453994,0.0010836467207070227,0.005434867124690157,0.00263703048171481,0.061343473436549806,0.017816816025530917,0.001546965774605559,7.225312053854925e-5,0.8013131511310756,0.07713159304306683,0.006218306790832005
33,0.004603754017044174,0.37986311008499457,0.002871077774441905,0.0018817237244526462,0.017289765578405294,0.2574167537412251,0.02286015007365748,0.007484864474122867,0.05224293763225875,0.08498050468167169,0.0036870819762210606,0.005356800970619785,0.02542081435399711,0.1294049626921448,0.004635698224743083
