flagged,count,hunspell_suggestion,closest_vocab_term,closest_vocab_count
mclaren,5,declare,NA,NA
mclntire,5,retirement,NA,NA
mcskimmon,5,skimming,NA,NA
mcswinney,5,mckinney,NA,NA
mea,5,mes,man,9696
mebbe,5,member,member,4179
melba,5,melba,melt,165
melvina,5,melanin,NA,NA
mendon,5,tendon,mend,134
meneghini,5,meningitis,NA,NA
merkley,5,medley,merely,357
merling,5,merging,morning,1378
merrillhorne,5,merriness,NA,NA
methuselah,5,methuselah,NA,NA
michelangelo,5,michelangelo,NA,NA
midgley,5,midge,middle,313
midocean,5,mid ocean,NA,NA
millardmrs,5,milliards,NA,NA
millay,5,millay,mill,321
millicent,5,millicent,NA,NA
milner,5,miler,manner,779
miltons,5,mil tons,NA,NA
minidokamrs,5,minibars,NA,NA
mitchel,5,mitchel,kitchen,623
mohammedanism,5,mohammedanism,NA,NA
mollie,5,mollie,molly,75
mollys,5,molly,molly,75
monarchial,5,monarchical,NA,NA
mongst,5,monist,honest,284
monticello,5,monticello,NA,NA
montpeliermrs,5,monopolizers,NA,NA
moongoddess,5,moon goddess,NA,NA
mormondom,5,nonrandom,mormonism,151
moulder,5,molder,shoulder,423
mowbray,5,mow bray,NA,NA
muir,5,moor,much,4652
mumford,5,mumford,NA,NA
mussolini,5,mussolini,NA,NA
nar,5,ran,man,9696
navaho,5,naval,naval,26
nazarene,5,nazarene,NA,NA
neckwear,5,neck wear,NA,NA
needa,5,needs,need,3616
nekto,5,ketone,next,1428
nen,5,men,one,16821
nent,5,bent,new,5848
neski,5,peskiness,nephi,406
neuphen,5,nepenthe,nephew,45
newport,5,newport,newborn,33
nez,5,zen,one,16821
nicht,5,niche,light,3290
nicky,5,nick,sick,817
ninetyseven,5,ninety seven,NA,NA
ninetytwo,5,ninety two,NA,NA
njord,5,fjord,word,3433
nonchurch,5,non church,NA,NA
nonmoral,5,non moral,NA,NA
noras,5,norms,moral,720
nordic,5,nordic,sordid,37
northcliffe,5,northerner,NA,NA
nortons,5,nor tons,NA,NA
norwich,5,norwich,NA,NA
nubian,5,nubian,NA,NA
nur,5,run,new,5848
offices8th,5,offices 8th,NA,NA
oftrepeated,5,oft repeated,NA,NA
olita,5,lolita,olive,244
olivers,5,olives,olive,244
olympic,5,olympic,NA,NA
omar,5,omar,woman,10508
onthealtar,5,nontheatrical,NA,NA
ony,5,on,one,16821
openair,5,open air,NA,NA
openmouthed,5,open mouthed,NA,NA
oppor,5,opp or,poor,1182
oquirrhmrs,5,squirrels,NA,NA
orth,5,north,earth,1965
orville,5,orville,NA,NA
ose,5,ode,one,16821
osmond,5,osmosis,almond,37
otteson,5,hottest,NA,NA
ower,5,wore,one,16821
pahoran,5,panorama,NA,NA
paines,5,pained,paint,619
pamelas,5,paellas,NA,NA
parowanmrs,5,paramours,NA,NA
parrish,5,parrish,perish,101
partment,5,apartment,parent,1849
patri,5,patriot,part,3481
patricks,5,pa tricks,NA,NA
patternsfascinating,5,patterns fascinating,NA,NA
pean,5,neap,man,9696
pearce,5,pierce,place,4973
ped,5,pd,see,6798
petesis,5,petites,genesis,125
phantasy,5,fantasy,fantasy,15
pil,5,peel,girl,2809
pioneermrs,5,pioneers,NA,NA
pioneersgiants,5,pioneers giants,NA,NA
planteth,5,planet,planet,29
ploughman,5,plowman,NA,NA
plummer,5,plummet,summer,1392
portaits,5,portraits,portrait,286
porterrissanen,5,transporter,NA,NA
portneufmrs,5,rapporteurs,NA,NA
portsmouth,5,portsmouth,NA,NA
portuguese,5,portuguese,NA,NA
posi,5,poi,pass,2152
poulson,5,poisonous,poison,137
poulter,5,pouter,outer,130
praiseth,5,praise,praise,492
preciation,5,appreciation,appreciation,552
pri,5,pro,part,3481
prin,5,preen,bring,3040
prisonhouse,5,prison house,NA,NA
proceedeth,5,proceed,NA,NA
progressivenesswholesomeness,5,progressiveness wholesomeness,NA,NA
pucelle,5,nacelle,NA,NA
qocarts,5,carts,NA,NA
quakeress,5,quakes,NA,NA
quickstarting,5,quick starting,NA,NA
quietagreeably,5,quiet agreeably,NA,NA
rebeccas,5,meccas,NA,NA
recipeit,5,recipe it,recipe,187
rehoboam,5,jeroboam,NA,NA
remem,5,rem,seem,2809
remus,5,remus,jesus,1665
restingplace,5,resting place,NA,NA
ridgely,5,ridge,widely,149
rinehart,5,nectarine,NA,NA
riseth,5,rise,rise,1241
robertsons,5,soberness,NA,NA
rockribbed,5,rock ribbed,NA,NA
rogrammed,5,programmed,NA,NA
rollins,5,rollins,NA,NA
rolscreens,5,sunscreens,NA,NA
rolvaag,5,rolvaag,NA,NA
rooseveltmrs,5,revelations,NA,NA
rosas,5,roses,cross,941
rosetta,5,rosetta,NA,NA
rowena,5,rowena,NA,NA
russel,5,russel,vessel,148
russias,5,cassias,NA,NA
ruther,5,truther,mother,8432
rutherford,5,rutherford,NA,NA
sadler,5,saddler,sale,479
sahara,5,sahara,share,589
saintebeuve,5,saintliness,NA,NA
sallys,5,sally,silly,60
samsons,5,damsons,NA,NA
sanskrit,5,sanskrit,NA,NA
sappho,5,sappho,NA,NA
sarais,5,saris,strain,286
schenck,5,crosscheck,check,282
schiller,5,schiller,NA,NA
schumannheinks,5,NA,NA,NA
scorbutus,5,scorbutic,NA,NA
scriptions,5,script ions,NA,NA
secrist,5,trisect,secret,316
sed,5,tied,say,8727
seegmiller,5,semitrailer,NA,NA
segolily,5,oligopoly,NA,NA
selfdevelopment,5,self development,NA,NA
selfdirecting,5,self directing,NA,NA
selfdirection,5,self direction,NA,NA
selfdisplay,5,self display,NA,NA
selfmastery,5,self mastery,NA,NA
selfrighteousness,5,self righteousness,NA,NA
semipublic,5,semi public,NA,NA
seri,5,sire,see,6798
sericulture,5,agriculture,agriculture,124
servantswords,5,servant swords,NA,NA
serviceguaranteed,5,service guaranteed,NA,NA
servicewhen,5,service when,NA,NA
seventyfifth,5,seventy fifth,NA,NA
sez,5,sex,say,8727
shalmaneser,5,shallowness,NA,NA
shellbach,5,shellac,NA,NA
shipman,5,ship man,shipment,33
shreeve,5,shrive,sleeve,313
shropshire,5,shropshire,NA,NA
sible,5,sable,style,1839
sig,5,dig,say,8727
similiar,5,similar,familiar,337
simms,5,sims,jimmy,58
simpsons,5,simpsons,NA,NA
singleminded,5,single minded,NA,NA
sionary,5,visionary,visionary,12
sive,5,chive,give,10636
skinner,5,skinner,dinner,621
slade,5,lade,stake,6405
slaveseller,5,slave seller,NA,NA
smithhughes,5,smithereens,NA,NA
snell,5,snell,shall,3891
snowflakemrs,5,snowflakes,NA,NA
socie,5,society,social,2741
societv,5,society,soviet,28
sody,5,sod,say,8727
sonora,5,sonora,honor,1320
sonsto,5,sons to,onto,84
soo,5,sew,good,16430
sophonisba,5,saxophonist,NA,NA
sophronia,5,schizophrenia,NA,NA
sor,5,sir,work,12328
sorbonne,5,sorbonne,NA,NA
speakest,5,speak est,speaker,317
sprague,5,asparagus,plague,41
stafford,5,stafford,afford,371
stanleys,5,stainless,stainless,10
starkey,5,starkey,stake,6405
stevensons,5,evensong,NA,NA
stormtossed,5,storm tossed,NA,NA
strauss,5,strauss,stress,174
strickland,5,strickland,NA,NA
strlngrkam,5,strongroom,NA,NA
stu,5,sch,say,8727
summitmrs,5,summitry,NA,NA
superintendencies,5,superintendence,NA,NA
sylvester,5,sylvester,NA,NA
sym,5,mys,say,8727
syne,5,syn,one,16821
taber,5,taser,take,7283
taine,5,taine,time,10317
taj,5,ta,man,9696
takaroa,5,tarot,NA,NA
talbot,5,talbot,talent,301
talkin,5,talking,talk,1230
talmud,5,talmud,aloud,73
tampa,5,tampa,camp,529
tarbell,5,tarbell,NA,NA
tearless,5,fearless,fearless,47
teasdales,5,teas dales,NA,NA
tendollar,5,ten dollar,NA,NA
tenney,5,tenner,tender,522
testimonybearing,5,testimony bearing,NA,NA
tetonmrs,5,detonators,NA,NA
tha,5,they,two,5180
thaxter,5,theater,charter,77
thea,5,thea,three,3004
thei,5,the,three,3004
themyou,5,them you,NA,NA
thinketh,5,thinker,thinker,44
thinkin,5,thinking,think,5236
thourt,5,thou rt,hour,1848
threeday,5,three day,NA,NA
thriftspender,5,thrift spender,NA,NA
tiber,5,biter,time,10317
tillman,5,tillman,NA,NA
tithepayers,5,tithe payers,NA,NA
todaytomorrow,5,today tomorrow,NA,NA
tommie,5,tommie,commit,133
tonys,5,tony,tone,325
toplady,5,top lady,NA,NA
torvald,5,doctoral,NA,NA
toto,5,toot,two,5180
tri,5,tree,two,5180
tridell,5,trident,trill,27
trojan,5,trojan,roman,302
trueness,5,triteness,rudeness,10
trusteeintrust,5,trusteeship,NA,NA
tucson,5,tucson,NA,NA
turanian,5,uranium,NA,NA
turneth,5,turner,turner,52
twentysecond,5,twenty second,NA,NA
tworoomed,5,two roomed,NA,NA
uintahmrs,5,maintains,NA,NA
ull,5,ill,old,6339
ulysses,5,ulysses,NA,NA
unexplore,5,unexplored,explore,34
unforgiveness,5,forgiveness,forgiveness,96
unostentatious,5,ostentatious,NA,NA
untrodden,5,untrod den,NA,NA
unwisdom,5,wisdom,wisdom,718
uring,5,ruing,bring,3040
ursenbach,5,horseback,NA,NA
utahmrs,5,NA,NA,NA
utopian,5,utopian,utopia,10
valleymrs,5,valleys,NA,NA
vashti,5,vanish,vast,254
vaudois,5,voodooism,NA,NA
vega,5,vega,sea,694
vere,5,veer,see,6798
vesture,5,venture,feature,681
vho,5,ho,two,5180
vico,5,vice,voice,1501
vil,5,vol,girl,2809
vogeler,5,groveler,NA,NA
voltaire,5,voltaire,NA,NA
voto,5,vote,note,1918
wageearners,5,wage earners,NA,NA
wardell,5,war dell,NA,NA
wardrop,5,war drop,wardrobe,29
wav,5,av,man,9696
weddin,5,wedding,wedding,10
weeksjune,5,newsweekly,NA,NA
weimar,5,swimwear,wear,1461
weldon,5,weldon,seldom,150
wellbeloved,5,well beloved,NA,NA
wellcooked,5,well cooked,NA,NA
welldirected,5,well directed,NA,NA
welldressed,5,well dressed,NA,NA
wellearned,5,well earned,NA,NA
wellfitted,5,well fitted,NA,NA
wellmeaning,5,well meaning,NA,NA
wellrounded,5,well rounded,NA,NA
wentworth,5,went worth,NA,NA
westover,5,west over,leftover,21
wexberg,5,iceberg,NA,NA
wheneer,5,whenever,whether,839
whoredoms,5,foredooms,NA,NA
whove,5,wove,home,9608
whut,5,whit,want,2409
wichita,5,wichita,NA,NA
wiley,5,wiley,wife,1845
wilkinson,5,wilkinson,NA,NA
wilshires,5,wildfires,NA,NA
wiltshire,5,wilt shire,NA,NA
wintercooler,5,winter cooler,NA,NA
witha,5,with,wish,1148
wixcey,5,wince,dicey,17
wno,5,won,one,16821
wor,5,row,work,12328
worcester,5,worcester,NA,NA
worcestershire,5,worcestershire,NA,NA
worketh,5,worksheet,worker,1247
worldold,5,world old,worldly,97
worley,5,morley,world,4583
worshipper,5,worshiper,worshiper,27
wristlets,5,wrist lets,NA,NA
wtbleached,5,wt bleached,unbleached,594
wunderlich,5,wunderkind,NA,NA
wycliffe,5,wycliffe,NA,NA
yeill,5,yell,tell,3774
yellowstonemrs,5,yellowhammers,NA,NA
yoelchin,5,cochineal,NA,NA
yokohama,5,yokohama,NA,NA
yorkshire,5,yorkshire,NA,NA
youand,5,you and,young,4151
youngmrs,5,youngsters,NA,NA
youyou,5,you you,NA,NA
yove,5,yore,one,16821
yucatan,5,yucatan,NA,NA
zangwill,5,willing,NA,NA
zarah,5,sarah,earth,1965
zebedee,5,zebedee,NA,NA
zebulon,5,nebulous,NA,NA
zechariah,5,zechariah,NA,NA
zedekiah,5,zedekiah,NA,NA
zona,5,zonal,one,16821
zonian,5,ionian,onion,171
