Publication,Author,Type,Byline articles,+Probable (bal),Total (bal),Mean sentiment,Years
Woman's Exponent,Martha Hammind,Full name,1,0,1,0.055,1891–1891
Woman's Exponent,Martha Heiner,Full name,1,0,1,0.03,1882–1882
Woman's Exponent,Martha P. Thomas,Full name,1,0,1,0.135,1891–1891
Woman's Exponent,Martha Simons,Full name,1,0,1,0.096,1888–1888
Woman's Exponent,Martina G. Kramers,Full name,1,0,1,0.044,1903–1903
Woman's Exponent,Mary A. Evans,Full name,1,0,1,0.118,1895–1895
Woman's Exponent,Mary A. F.,Full name,1,0,1,0.049,1881–1881
Woman's Exponent,Mary A. Freeze,Full name,1,0,1,0.152,1878–1878
Woman's Exponent,"Mary A. Freeze. Singing, 'Come Let",Full name,1,0,1,0.081,1884–1884
Woman's Exponent,"Mary A. Freeze. Song, ""know This",Full name,1,0,1,0.051,1894–1894
Woman's Exponent,Mary A. Hadley,Full name,1,0,1,0.091,1905–1905
Woman's Exponent,Mary A. Homer,Full name,1,0,1,0.009,1876–1876
Woman's Exponent,Mary A. Lyman,Full name,1,0,1,-0.004,1912–1912
Woman's Exponent,Mary A. P. Hyde,Full name,1,0,1,0.054,1896–1896
Woman's Exponent,Mary A. Sansom,Full name,1,0,1,0.115,1875–1875
Woman's Exponent,Mary A. Traveller,Full name,1,0,1,0.053,1884–1884
Woman's Exponent,Mary Anderson,Full name,1,0,1,0.079,1890–1890
Woman's Exponent,Mary Ann Pratt,Full name,1,0,1,0.134,1883–1883
Woman's Exponent,Mary Ann Simpson,Full name,1,0,1,0.075,1884–1884
Woman's Exponent,Mary B. Henry,Full name,1,0,1,0.038,1907–1907
Woman's Exponent,Mary Baird Finch,Full name,1,0,1,0.158,1898–1898
Woman's Exponent,Mary Berlin Johnson,Full name,1,0,1,0.049,1907–1907
Woman's Exponent,Mary C. Merrill,Full name,1,0,1,0.078,1895–1895
Woman's Exponent,Mary Clement Leavitt,Full name,1,0,1,0.04,1890–1890
Woman's Exponent,Mary D. Davis,Full name,1,0,1,0.045,1892–1892
Woman's Exponent,Mary D. Prue,Full name,1,0,1,0.056,1876–1876
Woman's Exponent,Mary Dedds,Full name,1,0,1,0.077,1886–1886
Woman's Exponent,Mary Dodds,Full name,1,0,1,0.109,1892–1892
Woman's Exponent,Mary E. Abel,Full name,1,0,1,0.133,1905–1905
Woman's Exponent,Mary E. Ashworth,Full name,1,0,1,0.069,1912–1912
Woman's Exponent,Mary E. B. Farr,Full name,1,0,1,0.037,1891–1891
Woman's Exponent,Mary E. Halladay,Full name,1,0,1,0.051,1906–1906
Woman's Exponent,Mary E. Irvine,Full name,1,0,1,0.141,1906–1906
Woman's Exponent,Mary E. Kail,Full name,1,0,1,0.154,1890–1890
Woman's Exponent,Mary E. L. Neff,Full name,1,0,1,0.132,1889–1889
Woman's Exponent,Mary E. Lightner,Full name,1,0,1,0.25,1884–1884
Woman's Exponent,"Mary E. Ollerton, With Her",Full name,1,0,1,0.191,1912–1912
Woman's Exponent,Mary E. R. Webber,Full name,1,0,1,0.049,1900–1900
Woman's Exponent,Mary E. Shepherd Ashworth,Full name,1,0,1,0.194,1905–1905
Woman's Exponent,Mary E. Simonsen,Full name,1,0,1,0.132,1902–1902
Woman's Exponent,Mary E. Stone,Full name,1,0,1,0.014,1905–1905
Woman's Exponent,Mary E. T. Griffeth,Full name,1,0,1,0.045,1892–1892
Woman's Exponent,Mary E. Westover,Full name,1,0,1,0.011,1901–1901
Woman's Exponent,Mary F. Schuyler,Full name,1,0,1,0.118,1888–1888
Woman's Exponent,Mary Ferguson,Full name,1,0,1,0.048,1879–1879
Woman's Exponent,Mary Geates,Full name,1,0,1,0.143,1879–1879
Woman's Exponent,Mary H. Baker M. D.,Full name,1,0,1,0,1873–1873
Woman's Exponent,Mary Hopkins,Full name,1,0,1,0.08,1889–1889
Woman's Exponent,"Mary I. Horne, Pres",Full name,1,0,1,0.099,1873–1873
Woman's Exponent,Mary J. Attwood. The Kamas,Full name,1,0,1,0.126,1882–1882
Woman's Exponent,Mary J. Brockbank,Full name,1,0,1,0.15,1884–1884
Woman's Exponent,Mary J. Corbett,Full name,1,0,1,0.029,1896–1896
Woman's Exponent,Mary J. Richardson,Full name,1,0,1,0.018,1876–1876
Woman's Exponent,Mary Jensen,Full name,1,0,1,0.106,1882–1882
Woman's Exponent,Mary Kjar Sanderson,Full name,1,0,1,0.052,1890–1890
Woman's Exponent,Mary Kyle Dallas,Full name,1,0,1,0.027,1876–1876
Woman's Exponent,Mary L. Morris,Full name,1,0,1,0.08,1897–1897
Woman's Exponent,Mary L. Ransom,Full name,1,0,1,0.061,1901–1901
Woman's Exponent,Mary Lowe Dickinson,Full name,1,0,1,0.09,1897–1897
Woman's Exponent,Mary M. Lyman,Full name,1,0,1,0.044,1907–1907
Woman's Exponent,Mary M. Osborne,Full name,1,0,1,0.06,1884–1884
Woman's Exponent,Mary M. Swindle,Full name,1,0,1,0.103,1907–1907
Woman's Exponent,Mary Mair,Full name,1,0,1,-0.009,1894–1894
Woman's Exponent,Mary Mcallister,Full name,1,0,1,0.109,1876–1876
Woman's Exponent,Mary P. W. Fletcher,Full name,1,0,1,0.095,1904–1904
Woman's Exponent,Mary Pitchforth Prest,Full name,1,0,1,0.101,1886–1886
Woman's Exponent,Mary Stuart Burnham,Full name,1,0,1,-0.111,1878–1878
Woman's Exponent,Mary Wells,Full name,1,0,1,0.024,1893–1893
Woman's Exponent,"Matilda Joslyn Gage At Syracuse, New",Full name,1,0,1,0.086,1878–1878
Woman's Exponent,Mattie Blair Hanson,Full name,1,0,1,0.1,1893–1893
Woman's Exponent,Maud Ellen Baggarly,Full name,1,0,1,0.2,1912–1912
Woman's Exponent,"May 14, 1890",Full name,1,0,1,0,1890–1890
Woman's Exponent,May Anderson,Full name,1,0,1,0.052,1898–1898
Woman's Exponent,May B. Euno,Full name,1,0,1,0.164,1876–1876
Woman's Exponent,May H. Larson,Full name,1,0,1,0.013,1899–1899
Woman's Exponent,May Spencer,Full name,1,0,1,0.024,1888–1888
Woman's Exponent,May Wright Sewall And Mrs. Rachel,Full name,1,0,1,0.012,1889–1889
Woman's Exponent,"May, 1856",Full name,1,0,1,0.046,1896–1896
Woman's Exponent,"Mcallister. Singing, Anthem",Full name,1,0,1,0.064,1879–1879
Woman's Exponent,Means Of These Great Public Conve,Full name,1,0,1,0.114,1883–1883
Woman's Exponent,Melissa Reynolds,Full name,1,0,1,0.103,1884–1884
Woman's Exponent,Mell C. Woods,Full name,1,0,1,0.12,1911–1911
Woman's Exponent,Melvie Bassett Glines,Full name,1,0,1,0.154,1883–1883
Woman's Exponent,Members From Almost All Parts Of The,Full name,1,0,1,0.059,1899–1899
Woman's Exponent,Memory'S Hand Is Brought,Full name,1,0,1,0.027,1881–1881
Woman's Exponent,Men. They Are Not Limited To Battle Fields,Full name,1,0,1,-0.008,1873–1873
Woman's Exponent,Millia Harvey,Full name,1,0,1,0.228,1893–1893
Woman's Exponent,Millie Howell,Full name,1,0,1,0.122,1885–1885
Woman's Exponent,Minerva E. Knowlton,Full name,1,0,1,0.031,1892–1892
Woman's Exponent,Ministers From The Terrestrial One,Full name,1,0,1,0.119,1896–1896
Woman's Exponent,Minna Irving,Full name,1,0,1,-0.029,1896–1896
Woman's Exponent,Minna V. Lewis,Full name,1,0,1,0.116,1892–1892
Woman's Exponent,Minnie B. Jones,Full name,1,0,1,0.078,1890–1890
Woman's Exponent,Minnie J. Snow,Full name,1,0,1,0.055,1882–1882
Woman's Exponent,"Minnie James. Singing, ""glori",Full name,1,0,1,0.036,1885–1885
Woman's Exponent,Minnie More,Full name,1,0,1,0,1877–1877
Woman's Exponent,Misfortune Or Misery Mystified Quite,Full name,1,0,1,0.006,1878–1878
Woman's Exponent,Miss Aggie Campbell,Full name,1,0,1,0.011,1889–1889
Woman's Exponent,Miss Amy Adams,Full name,1,0,1,0.04,1875–1875
Woman's Exponent,Miss Constance Fenimore Woolson,Full name,1,0,1,-0.1,1893–1893
Woman's Exponent,Miss Emma Jane Nield,Full name,1,0,1,0.036,1886–1886
Woman's Exponent,Miss H. F. Gould,Full name,1,0,1,-0.04,1877–1877
Woman's Exponent,Miss Ida Snow,Full name,1,0,1,0.09,1895–1895
Woman's Exponent,Miss Jane Frewin,Full name,1,0,1,0.074,1875–1875
Woman's Exponent,Miss Josephine Meyer,Full name,1,0,1,0.075,1878–1878
Woman's Exponent,Miss Laura Cushing,Full name,1,0,1,0.074,1875–1875
Woman's Exponent,"Miss Lydia E. Becker, A. Lady Of Superior At",Full name,1,0,1,0.097,1877–1877
Woman's Exponent,Miss M. Betham Edwards,Full name,1,0,1,0.112,1892–1892
Woman's Exponent,Miss Mary Andersen,Full name,1,0,1,0.102,1889–1889
Woman's Exponent,Miss Mary B. Heywood,Full name,1,0,1,0,1877–1877
Woman's Exponent,Miss Mary D.,Full name,1,0,1,0.023,1873–1873
Woman's Exponent,"Miss Mcgregor, 3d, Ward Mrs. Della W. Eardly",Full name,1,0,1,0.06,1881–1881
Woman's Exponent,Mistake The Name Of The Lady To Whom It,Full name,1,0,1,0.088,1883–1883
Woman's Exponent,Mormon Ladies Calling At The,Full name,1,0,1,0.1,1878–1878
Woman's Exponent,Moselle Hall,Full name,1,0,1,0.024,1886–1886
Woman's Exponent,"Most Of The Sisters, Some Giving Money",Full name,1,0,1,0.087,1881–1881
Woman's Exponent,Mrs.) L. S. Dickinson,Full name,1,0,1,0.047,1899–1899
Woman's Exponent,Mrs.) Lawler,Full name,1,0,1,0.037,1895–1895
Woman's Exponent,"Mrs.ellis R. Ship, M.d",Full name,1,0,1,-0.034,1883–1883
Woman's Exponent,Mrs.mary A. Osborn,Full name,1,0,1,0.103,1875–1875
Woman's Exponent,"Murdock, President Of The Primary",Full name,1,0,1,0.09,1883–1883
Woman's Exponent,"Musical People Here And Elsewhere, In",Full name,1,0,1,0.059,1893–1893
Woman's Exponent,"My Solicitation, Brother William Clayton",Full name,1,0,1,0.065,1886–1886
Woman's Exponent,My Spirit Sister Thine!,Full name,1,0,1,0.151,1880–1880
Woman's Exponent,Myra Young Rossiter And Presented Be,Full name,1,0,1,0.103,1911–1911
Woman's Exponent,Myrtha Tonks,Full name,1,0,1,0.097,1904–1904
Woman's Exponent,Mys Terious,Full name,1,0,1,0.073,1890–1890
Woman's Exponent,N. C. D.,Initials only,1,0,1,0.082,1905–1905
Woman's Exponent,N. C. Y.,Initials only,1,0,1,0.017,1880–1880
Woman's Exponent,N. Hansen. Singing. Roll Called,Full name,1,0,1,0.1,1888–1888
Woman's Exponent,N. M. Tracy,Full name,1,0,1,0.039,1886–1886
Woman's Exponent,N. P. L.,Initials only,1,0,1,0.088,1892–1892
Woman's Exponent,N. W. K.,Initials only,1,0,1,0.107,1882–1882
Woman's Exponent,Nancy Allred,Full name,1,0,1,0.171,1897–1897
Woman's Exponent,Nancy Arete Clark,Full name,1,0,1,0.014,1882–1882
Woman's Exponent,Nancy H. Allred,Full name,1,0,1,0.145,1905–1905
Woman's Exponent,Nancy Nebeker,Full name,1,0,1,0.184,1885–1885
Woman's Exponent,Nancy Peel,Full name,1,0,1,0.192,1884–1884
Woman's Exponent,Nancy Riddle,Full name,1,0,1,0.107,1891–1891
Woman's Exponent,Naomi R. Theobold,Full name,1,0,1,-0.021,1907–1907
Woman's Exponent,Neglect Of The Latter To Injure And Perhaps,Full name,1,0,1,0.06,1872–1872
Woman's Exponent,Nellie Becraft,Full name,1,0,1,0.079,1907–1907
Woman's Exponent,Nellie Grace,Full name,1,0,1,0.073,1892–1892
Woman's Exponent,Nellie Parkinson,Full name,1,0,1,0.153,1886–1886
Woman's Exponent,Nellie Snow,Full name,1,0,1,0.082,1882–1882
Woman's Exponent,"Night And By Day, Visions Of The Friends And",Full name,1,0,1,0.062,1880–1880
Woman's Exponent,Nina Winslow Eckart,Full name,1,0,1,0.085,1898–1898
Woman's Exponent,No Means Is This Always The Case—god,Full name,1,0,1,-0.007,1874–1874
Woman's Exponent,No Other Arithmetical Process Can The De,Full name,1,0,1,0.065,1876–1876
Woman's Exponent,No Surplus Women,Full name,1,0,1,0.188,1876–1876
Woman's Exponent,"Noble Men Inspired, Their Joy",Full name,1,0,1,0.133,1898–1898
Woman's Exponent,Noble Thoughts,Full name,1,0,1,0.092,1886–1886
Woman's Exponent,Nora Perry,Full name,1,0,1,0.066,1884–1884
Woman's Exponent,O. H. W.,Initials only,1,0,1,0.071,1898–1898
Woman's Exponent,O. J. Wilson,Full name,1,0,1,0.092,1895–1895
Woman's Exponent,Obstetrics Akd Diseases Of Women,Full name,1,0,1,-0.037,1883–1883
Woman's Exponent,"Oct. 14, 1875",Full name,1,0,1,0.127,1875–1875
Woman's Exponent,"Of One, Two Orthree Years",Full name,1,0,1,0,1876–1876
Woman's Exponent,Of Plymouth'S Foremothers—sena,Full name,1,0,1,0.136,1878–1878
Woman's Exponent,Of Services In Tabernacle,Full name,1,0,1,0.077,1880–1880
Woman's Exponent,"Of State T. S. Adams, And Has",Full name,1,0,1,-0.017,1892–1892
Woman's Exponent,Old Letter,Full name,1,0,1,0.034,1883–1883
Woman's Exponent,Old Maid,Full name,1,0,1,-0.002,1876–1876
Woman's Exponent,Olive A. Wardsworth,Full name,1,0,1,0.119,1873–1873
Woman's Exponent,Olive Harrington,Full name,1,0,1,0.143,1879–1879
Woman's Exponent,Olive Kimball,Full name,1,0,1,0.164,1903–1903
Woman's Exponent,Oliver Wendell Holmes,Full name,1,0,1,0.035,1894–1894
Woman's Exponent,"One Having Authority, And Then You Will",Full name,1,0,1,0.172,1882–1882
Woman's Exponent,One Of Nature'S Daughters,Full name,1,0,1,0.121,1878–1878
Woman's Exponent,One Of The Elders Who Made An Address,Full name,1,0,1,0.055,1872–1872
Woman's Exponent,One Of The Goslings,Full name,1,0,1,0.04,1890–1890
Woman's Exponent,One Party; There Is No Battle Unless There Be,Full name,1,0,1,0.13,1886–1886
Woman's Exponent,One Who Was Destined Life'S Pathways To,Full name,1,0,1,0.196,1904–1904
Woman's Exponent,Order Of The President Of The Woman'S,Full name,1,0,1,-0.014,1875–1875
Woman's Exponent,Oregon Short Line Railroad,Full name,1,0,1,0,1898–1898
Woman's Exponent,Original Verses Suggestive Of The New,Full name,1,0,1,0.081,1892–1892
Woman's Exponent,Orilla Sheffield,Full name,1,0,1,0.112,1906–1906
Woman's Exponent,Orson F. Whitney,Full name,1,0,1,0,1886–1886
Woman's Exponent,Others: Character Consists In What He Really Is,Full name,1,0,1,0.056,1873–1873
Woman's Exponent,Ottilie M. Schenfeld,Full name,1,0,1,0.083,1896–1896
Woman's Exponent,"Our Bishop. Singing, ""don'T Think",Full name,1,0,1,0.051,1878–1878
Woman's Exponent,"Our Church, And What Is Meant By Mar",Full name,1,0,1,0.163,1904–1904
Woman's Exponent,Our Course Of Conduct In A. Prior Existence,Full name,1,0,1,0.146,1874–1874
Woman's Exponent,"Our Dearly Beloved Susa, Daughter Of",Full name,1,0,1,0.081,1903–1903
Woman's Exponent,Our Destiny,Full name,1,0,1,0.075,1875–1875
Woman's Exponent,Our Father You Are Sent,Full name,1,0,1,0.206,1893–1893
Woman's Exponent,"Our President, J. K. Rogers, With Sister",Full name,1,0,1,0.054,1880–1880
Woman's Exponent,"Our President, Mrs. Mary Ann Hublard",Full name,1,0,1,0.024,1875–1875
Woman's Exponent,"Our Savior, One Sentence Always Lays",Full name,1,0,1,0.03,1875–1875
Woman's Exponent,Our Sire'S Told Long Ago,Full name,1,0,1,0.107,1902–1902
Woman's Exponent,Our Specialty Ladies' Ready-to-wear Garments,Full name,1,0,1,0.102,1910–1910
Woman's Exponent,P. A. M.,Initials only,1,0,1,-0.123,1873–1873
Woman's Exponent,P. E. C.,Initials only,1,0,1,0.112,1900–1900
Woman's Exponent,P. E. Kofford,Full name,1,0,1,0.086,1876–1876
Woman's Exponent,P. H. Y.,Initials only,1,0,1,0.086,1881–1881
Woman's Exponent,P. S. H.,Initials only,1,0,1,0.125,1875–1875
Woman's Exponent,P.e. Benson,Full name,1,0,1,0.149,1876–1876
Woman's Exponent,"Pace, Reporting The Stake Work",Full name,1,0,1,0.073,1911–1911
Woman's Exponent,Paid At,Full name,1,0,1,0,1878–1878
Woman's Exponent,Pain Paint,Full name,1,0,1,-0.118,1876–1876
Woman's Exponent,Patience And By Hope,Full name,1,0,1,0.115,1887–1887
Woman's Exponent,Patriarch Franklin Brim. Singing,Full name,1,0,1,0.082,1900–1900
Woman's Exponent,Patriarch Phileman Merrill. Singing,Full name,1,0,1,0.046,1897–1897
Woman's Exponent,Pauline Dastrup,Full name,1,0,1,-0.028,1900–1900
Woman's Exponent,Pauline Larson,Full name,1,0,1,0.132,1879–1879
Woman's Exponent,Pauline Pace,Full name,1,0,1,0.128,1885–1885
Woman's Exponent,"Paying Ten Cents For Each One, No One",Full name,1,0,1,-0.019,1892–1892
Woman's Exponent,Pen That'S Dipt In Liquid Gold!,Full name,1,0,1,0.111,1883–1883
Woman's Exponent,People From Afar,Full name,1,0,1,0.067,1873–1873
Woman's Exponent,People'S Platform,Full name,1,0,1,0,1889–1889
Woman's Exponent,Phebe A. M. Mcniel,Full name,1,0,1,0.152,1912–1912
Woman's Exponent,Phebe A. Mcneil,Full name,1,0,1,0,1887–1887
Woman's Exponent,Phebe A. Merkeley,Full name,1,0,1,0.12,1907–1907
Woman's Exponent,Phebe C. Young,Full name,1,0,1,0.049,1891–1891
Woman's Exponent,Phebe C. Young. The Secretary Then,Full name,1,0,1,0.067,1900–1900
Woman's Exponent,Phebe Taylor,Full name,1,0,1,0.074,1890–1890
Woman's Exponent,Phebe Woodruff,Full name,1,0,1,0.037,1877–1877
Woman's Exponent,Phillis Beckstrom,Full name,1,0,1,0.083,1897–1897
Woman's Exponent,Phoebe C. Young,Full name,1,0,1,-0.045,1896–1896
Woman's Exponent,Phœbe C. Young,Full name,1,0,1,0.017,1896–1896
Woman's Exponent,Pirena Jameson,Full name,1,0,1,0.147,1886–1886
Woman's Exponent,Ponent. Delilah F. Cox,Full name,1,0,1,0.127,1883–1883
Woman's Exponent,Presidents Of Different Branches,Full name,1,0,1,0.054,1886–1886
Woman's Exponent,Prest. Jane E. Molen. Singing. Prayer,Full name,1,0,1,0.062,1885–1885
Woman's Exponent,"Prest. Josephine R. West, Who Presided",Full name,1,0,1,0.064,1881–1881
Woman's Exponent,"Prest. L. W. Shurtliff, And The Minutes Of",Full name,1,0,1,0.117,1887–1887
Woman's Exponent,Prest. Mary Hindley. Opened By Singing,Full name,1,0,1,0.023,1878–1878
Woman's Exponent,"Prest. Steele; Second, Coun. Mcgregor",Full name,1,0,1,0.018,1886–1886
Woman's Exponent,Private Communication From Mrs. M. A.,Full name,1,0,1,0.045,1874–1874
Woman's Exponent,Prophet'S Voice Declared That Which,Full name,1,0,1,0.026,1912–1912
Woman's Exponent,R. A. S.,Initials only,1,0,1,0.043,1900–1900
Woman's Exponent,R. A. W.,Initials only,1,0,1,0.027,1881–1881
Woman's Exponent,R. Alice Mcbride,Full name,1,0,1,0.06,1907–1907
Woman's Exponent,R. B. Pratt,Full name,1,0,1,0.003,1891–1891
Woman's Exponent,R. C. Atwood,Full name,1,0,1,0.027,1885–1885
Woman's Exponent,R. C. W.,Initials only,1,0,1,0.121,1883–1883
Woman's Exponent,R. F. Barr,Full name,1,0,1,0.114,1887–1887
Woman's Exponent,R. F. S.,Initials only,1,0,1,0.152,1878–1878
Woman's Exponent,R. M.,Initials only,1,0,1,0.07,1875–1875
Woman's Exponent,"R. N. Allred. Singing, ""we",Full name,1,0,1,0.133,1895–1895
Woman's Exponent,R. Pond,Full name,1,0,1,0.048,1888–1888
Woman's Exponent,R. R.,Initials only,1,0,1,0.094,1886–1886
Woman's Exponent,R. R. G.,Initials only,1,0,1,0,1879–1879
Woman's Exponent,R. R. I.,Initials only,1,0,1,0.121,1888–1888
Woman's Exponent,R. S. D.,Initials only,1,0,1,0.047,1895–1895
Woman's Exponent,R. S. G.,Initials only,1,0,1,0.142,1902–1902
Woman's Exponent,R. S. Reports,Full name,1,0,1,0.03,1899–1899
Woman's Exponent,R. Smith,Full name,1,0,1,0.091,1877–1877
Woman's Exponent,R. W. Easterbrooks,Full name,1,0,1,-0.031,1875–1875
Woman's Exponent,R. W. F.,Initials only,1,0,1,0.03,1887–1887
Woman's Exponent,R. W. S.,Initials only,1,0,1,0.072,1886–1886
Woman's Exponent,"R.l. Campbell, Before The Utah",Full name,1,0,1,0.06,1872–1872
Woman's Exponent,Rachel Isaacs,Full name,1,0,1,0.158,1903–1903
Woman's Exponent,Ray Hulbert,Full name,1,0,1,0.167,1903–1903
Woman's Exponent,"Raymond Mayo Smith, A. M., Of",Full name,1,0,1,0.029,1889–1889
Woman's Exponent,Rays Reflected Through Rifted Cloud,Full name,1,0,1,0.164,1890–1890
Woman's Exponent,"Reading Her Poem, ""the One Doubt",Full name,1,0,1,-0.02,1893–1893
Woman's Exponent,Reading We Learn To Know Ourselves,Full name,1,0,1,0.075,1879–1879
Woman's Exponent,"Reading Your Valued Paper, And See",Full name,1,0,1,0.097,1876–1876
Woman's Exponent,Reba B. Pratt,Full name,1,0,1,0.161,1885–1885
Woman's Exponent,"Rebecca E. Little, Delegate",Full name,1,0,1,0.109,1905–1905
Woman's Exponent,Rebecca Goff,Full name,1,0,1,0.114,1882–1882
Woman's Exponent,Rebecca Wareham,Full name,1,0,1,0.045,1881–1881
Woman's Exponent,Reflections On Charity And,Full name,1,0,1,-0.029,1873–1873
Woman's Exponent,Representative Women Of The,Full name,1,0,1,0.046,1890–1890
Woman's Exponent,Request Of Mrs. May Wright Sewall,Full name,1,0,1,0.071,1900–1900
Woman's Exponent,Request Of Our Honored President Mrs,Full name,1,0,1,0.103,1876–1876
Woman's Exponent,Request Of Our President I. Send You,Full name,1,0,1,0.063,1875–1875
Woman's Exponent,"Request Of Our President, Mrs. S. A.",Full name,1,0,1,0.036,1876–1876
Woman's Exponent,"Request Of Our President, Polly Ann Ze",Full name,1,0,1,0.028,1876–1876
Woman's Exponent,"Request Of Our President, Sister Lil",Full name,1,0,1,0.035,1875–1875
Woman's Exponent,Request Of Our Worthy President Mrs,Full name,1,0,1,0.064,1876–1876
Woman's Exponent,"Request Of Our Worthy President, Mrs",Full name,1,0,1,0.082,1876–1876
Woman's Exponent,Request Of President Julia P. Lindsay I. For,Full name,1,0,1,0.027,1898–1898
Woman's Exponent,Request Of President Sophronia Cook,Full name,1,0,1,0.163,1875–1875
Woman's Exponent,Request Of The President Of The Re,Full name,1,0,1,0.053,1875–1875
Woman's Exponent,"Request, I. Once More Seat Myself, With",Full name,1,0,1,0.016,1886–1886
Woman's Exponent,Reuben Simpson,Full name,1,0,1,0.066,1875–1875
Woman's Exponent,Reuben Sympson,Full name,1,0,1,0.105,1875–1875
Woman's Exponent,"Revelation From Heaven, And What Have",Full name,1,0,1,0.043,1881–1881
Woman's Exponent,Rhoda A. Lyman,Full name,1,0,1,0.07,1911–1911
Woman's Exponent,"Rhoda A. Miller, Pres",Full name,1,0,1,0.029,1882–1882
Woman's Exponent,Rhoda C. Nash,Full name,1,0,1,0.052,1898–1898
Woman's Exponent,Rhoda E. Foster,Full name,1,0,1,0.016,1885–1885
Woman's Exponent,"Rhoda E. White, Entitled ""what Will The",Full name,1,0,1,0.056,1885–1885
Woman's Exponent,Rhoda Hinman,Full name,1,0,1,0.071,1886–1886
Woman's Exponent,Rhoda Lyman,Full name,1,0,1,0.056,1884–1884
Woman's Exponent,Rhoda M. Hendricks,Full name,1,0,1,0.038,1903–1903
Woman's Exponent,"Richmond, Dec. 19, 1880",Full name,1,0,1,-0.176,1880–1880
Woman's Exponent,"Right Belongs, And Where, Ere Long, The",Full name,1,0,1,-0.011,1890–1890
Woman's Exponent,Rinta Snow,Full name,1,0,1,0.069,1908–1908
Woman's Exponent,Rio Grande Western Railway,Full name,1,0,1,0.062,1892–1892
Woman's Exponent,Rippling Brook And River,Full name,1,0,1,0.086,1894–1894
Woman's Exponent,Rite Performed As God Enjoins,Full name,1,0,1,0.193,1884–1884
Woman's Exponent,Romania B. Pratt. Prayer By,Full name,1,0,1,0.028,1897–1897
Woman's Exponent,Romanina B. Pratt,Full name,1,0,1,-0.068,1898–1898
Woman's Exponent,Rosa Pearle,Full name,1,0,1,0.178,1898–1898
Woman's Exponent,Rosa Rousch,Full name,1,0,1,0.118,1891–1891
Woman's Exponent,Rose B. Musser,Full name,1,0,1,0.081,1904–1904
Woman's Exponent,"Rugged Rocks And Barren Sand-plains, And",Full name,1,0,1,-0.001,1877–1877
Woman's Exponent,Rules Of Conversation For,Full name,1,0,1,-0.012,1873–1873
Woman's Exponent,Ruth M. Fof,Full name,1,0,1,0.198,1897–1897
Woman's Exponent,S. A.,Initials only,1,0,1,0.021,1878–1878
Woman's Exponent,S. A. C.,Initials only,1,0,1,0.054,1874–1874
Woman's Exponent,S. B. R.,Initials only,1,0,1,0.025,1874–1874
Woman's Exponent,S. C. D.,Initials only,1,0,1,0.082,1877–1877
Woman's Exponent,S. C. M.,Initials only,1,0,1,0.076,1894–1894
Woman's Exponent,S. E. C. Williamson,Full name,1,0,1,0.026,1908–1908
Woman's Exponent,S. E. Josephson,Full name,1,0,1,0.031,1890–1890
Woman's Exponent,S. E. P.,Initials only,1,0,1,0.182,1896–1896
Woman's Exponent,S. E. Pratt,Full name,1,0,1,0.132,1876–1876
Woman's Exponent,S. E. Russel,Full name,1,0,1,0.101,1889–1889
Woman's Exponent,S. F. A.,Initials only,1,0,1,-0.026,1885–1885
Woman's Exponent,S. F. R.,Initials only,1,0,1,0.033,1890–1890
Woman's Exponent,S. Graves,Full name,1,0,1,0.004,1890–1890
Woman's Exponent,S. J. C.,Initials only,1,0,1,0.036,1900–1900
Woman's Exponent,S. J. J.,Initials only,1,0,1,0.052,1876–1876
Woman's Exponent,S. J. M.,Initials only,1,0,1,0.095,1890–1890
Woman's Exponent,S. K.,Initials only,1,0,1,0.208,1886–1886
Woman's Exponent,S. K. G.,Initials only,1,0,1,0.134,1874–1874
Woman's Exponent,S. L.,Initials only,1,0,1,0.229,1879–1879
Woman's Exponent,S. M.,Initials only,1,0,1,0.122,1878–1878
Woman's Exponent,S. M. Boyack,Full name,1,0,1,0.041,1886–1886
Woman's Exponent,S. M. C. Perkins,Full name,1,0,1,0.018,1872–1872
Woman's Exponent,S. M. H.,Initials only,1,0,1,0.12,1890–1890
Woman's Exponent,"S. M. Kimball Of Salt Lake City, Who",Full name,1,0,1,-0.043,1889–1889
Woman's Exponent,S. M. Kimball. Singing,Full name,1,0,1,0.069,1873–1873
Woman's Exponent,S. P.,Initials only,1,0,1,-0.004,1889–1889
Woman's Exponent,S. P. G.,Initials only,1,0,1,0.091,1891–1891
Woman's Exponent,S. R. E.,Initials only,1,0,1,0.284,1892–1892
Woman's Exponent,S. S.,Initials only,1,0,1,0.04,1878–1878
Woman's Exponent,S. T.,Initials only,1,0,1,-0.01,1879–1879
Woman's Exponent,S. Tibbs,Full name,1,0,1,0.108,1876–1876
Woman's Exponent,S. W. R.,Initials only,1,0,1,0.019,1895–1895
Woman's Exponent,S.p. Teasdel,Full name,1,0,1,-0.029,1881–1881
Woman's Exponent,Sadie Cole,Full name,1,0,1,0.147,1909–1909
Woman's Exponent,Salt L[,Full name,1,0,1,0,1879–1879
Woman's Exponent,Sara Andrews Spencer,Full name,1,0,1,0,1879–1879
Woman's Exponent,Sarah A. Barnes,Full name,1,0,1,0.056,1903–1903
Woman's Exponent,Sarah A. Boyer,Full name,1,0,1,0.032,1895–1895
Woman's Exponent,Sarah A. Foutz,Full name,1,0,1,0.147,1902–1902
Woman's Exponent,Sarah A. Howard,Full name,1,0,1,0.101,1895–1895
